address,balance
0xe8abdc7454cb38b3b951cc2bc1815d481b5b7300,55423639810907350000000
0x8235178f39f7fe9bf67e30502384bd743c46d363,54434604269651510000000
0x577a3f3a6917017a70ddb09c2bd4d6f72244566c,54421603789791666000000
0x50cad2a828a1253b679656fb5ad163465ca27e5e,54221813732554990000000
0x2a6268be8aa1ca3939f9b1e0e831cdd459f5ef39,52415098005987860000000
0x2ec39af705e0f99d6b53108240907fa490a0ba87,51571950056042760000000
0xb61636baff6824fe2506f38c1c0fc1c11b0e32a5,51162394708512330000000
0x2312a1ff772578bba9626c6a7fc0e5d281f918b0,50373913914068826000000
0xc29681ab980f5779381194ec75f27c6d742e2120,48766215000000000000000
0x8843ca4adfc80e331164c3531585436cce739af1,48766215000000000000000
0x17e86a414f29a9a7b10365206fc368fe6d522b11,48136029776093945000000
0x35abd2aa000932332638bec743044e4ff8f89c97,47001401294130390000000
0x1719a432820a9dee9c9112be8a528123ef6af444,46655232231183530000000
0x45be10ac67c83516a712c34c6e90b22c2f408b7e,46516038444318690000000
0x570e28430067952c6c1898e5ddabc3fe123038dd,46128730044433830000000
0xb8d187a0e3c7aab91d2e0ae2c274bc2614e16cb9,43594186024800060000000
0x7982de74f0b6bc7d2203ab70d73506b8ae0edcdb,43514959128279455000000
0x8e2f57403d6616d8f772f1c3927ea7813765d3ee,43426975466035910000000
0x12a5548fa64483f0552bf69198c1d33ee59ac105,43048657615156285000000
0x8fe08b3f685f901bce13d6a47336a93314eb6bea,42724420947292270000000
0xb14ad6f6b8dd617f0de64d890a27f8d1aba4d35b,42635329423760330000000
0xbdae7b15bf8fd2ec6eacf3fa908e9d8713da5dfb,42635329423760330000000
0xc2c73e19670336e34a049b7a6114516e81037514,42353990690871230000000
0x66cad509c9d7e79ff5d3dc2b27a409dcf84742a0,42258302069037760000000
0x5f92890a6df5263aeed00e5d00b47ce67710a14a,41125995689309500000000
0x4407db0969a92b7a2a298945d6dc3085f0550d7b,40657218626195640000000
0x177dfb15e596852539e270e153d4a106ad1a9757,40605074403581200000000
0xc9bd9e820befe3f0f234d599d79dd3463a9a35be,40605074403581195000000
0x954f9bd1643d0ef9da1f0d16f75725e98e796522,40511140285159270000000
0x6618cae22d63d45fe64b8c193c5d3b1d70e31cff,39921121000000000000000
0xfb384cb39f995353f71b8af29f09fd976e5a0d82,39886741756468760000000
0x1afa664a52d1f0df0f736a405327222ce07370ff,39753976083142854000000
0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,39621868269761380000000
0x6ff9ac129b8869b5fa37282cdedf71d637f495f7,39291777611476850000000
0xa0cb9abcb5cc072ca1e3fbbc89a7c3888f4e3ea7,38601395942804470000000
0xe5984057fa30c7de54e291d7ecbd767fc802fcfa,38119590841685740000000
0xeec4c37372d106ebb78171eda00c5bc40fe2188e,38000000000002240000000
0x0fa27b74636c4dfff81c1d1e36371df1760bfb56,37287434235180990000000
0xf4609d257c19b7d125d14c3bc74a5ef1492563cc,36217894883694460000000
0x1c27e1fe3ed8fd2435157c160106cd99ed1c14f1,36103200250581264000000
0x8fe9885a530c164e799f6309de85702f5c91947d,36051200002101935000000
0x0ea1a4dd6ca31aea721f873b6050d4ff82ee9ca7,35743619462807834000000
0x85b4405607a9dd7b356e0e57013faefea72daed0,35161055798425935000000
0xc83bbf65ae280c6d9c28665b52d7391e449d5f95,34438027460000000000000
0xf214c14e35bb527162032b97223a5865d68cb0cd,33968630835106336000000
0xa7bb7f4901d3911341dc89102aa46d9b4c256be7,37454071617937100000000
0xc263ce10411ba98899f614be67af1a7e3750eaac,33230870003526400000000
0x502697aefe10b8dc2921f848880cad1ae3c72223,33216508003126327000000
0xa2546518760e5afcb1ca58d11fde251a5c49d6c5,32883182745700260000000
0x2c940d0889f8261e0f6b4d23f253a4c6cb862780,32416842528497750000000
0xc9cfbe1758572d883d524c45138d3e83fd29c70a,32409136003684726000000
0x5d66a9fb9d8ffa67faa21e83591e453755cfe6f6,31550143453582644000000
0xf63155a644e3dabf7a59a12ba4799c065ed7381d,30118202209362420000000
0xa74d8f9559a034e5d5958ab3276ab8770ed29d01,30000000000000000000000
0x812ded039db8026df8b86b1f43991cd3cd51e237,29900297820242986000000
0xdc441cb6ba9f1299bd3be583333a8e6f4a71a546,29844729996632203000000
0xb919d43c8eed95e8fb14e0ac262aa23e0acc71f5,29698204000000000000000
0x45cc05de291388a43ed52771d36f9ee72084da11,29130127527246676000000
0x0212bf901a01dbe60b0fa0ff4f48e9169ad90c0b,29020158485310440000000
0xcbb402e6500ac81ab1071789b39e7cfe392a00d3,29000001000000000000000
0x2b9f81b7f9e9f7ce7382db897b09f2801f0c5c1d,28938864144985233000000
0x2e390fa20fda7900463718bcab863d89660b81c7,28692679880000000000000
0x9245564ceec66443499d9dc3c712337d6cbbd808,28460099418581568000000
0x832b74b549f2a530e702f8b03142a6ca05f56d48,28250306410000000000000
0xe6a6f631a0668adb09358853ae5fd27bc02a5cbc,27895007366985740000000
0xff202de10fd8fb4fb6fa79f51544f6d0bfe1f73a,27622983994200640000000
0x69aa8f8ab8cd7e5c906ca70b8a396c0856a32d70,27600000000000000000000
0x08c5ebb09c9b004dfdc4d3ed893a64ad8d0b6d61,27027798459640924000000
0x521b5cec5267068916869b9cee4f880807b929c3,26785067510712065000000
0x5f483a54911acbb7fc7e3d4ecff4868c7d46d4a3,26674900292212080000000
0xfbd431706498d51b6f028623bdbb2af9b874fe38,26464628107585880000000
0x8a525d01f8bd4dd761a3f0e9f6e0f1e432804f22,26076642951996103000000
0x4f1e2c5d32b995bbd1b178c41f767f52e95338a1,25782049946184676000000
0xfe466e51cdb7ef64685ff4d466012cf860b92955,25781990853573370000000
0x502fda98eb8e2b0b7174be873bb17c4e4f580616,25781965852853200000000
0x3a57f30a4bd6f8da2a73e67f33252fa7a553fded,25781922669791095000000
0x8ddfa3bdf562c9c45f368e0389cb71cb9a42226b,25781895396278184000000
0x6e250312b7ee2b9a257c2cea896cb6f60065fae6,25781872668350760000000
0xccbaadaaf2b134676ce7ced2b1f9cbefe3e5d32a,25763251677411225000000
0xf26761ec158149127a055562dd35b2915028020e,25763219858312827000000
0x2a702ce9994aa79c7a21db715d0b04a64f8d6b36,25763165311287010000000
0xebb5734e47dffd43adffc77c4c897826c8250539,25763078945162790000000
0xc1cb1d8f8cd6888a409ed05ff47a85170411bf88,25763031216515200000000
0x06d99516a405635fbc7d89585cfd8d896f84ddc1,25754980984621163000000
0x2ef3ef605e7a0d55d4392746c5865db4ee9905a6,25754933255973570000000
0x0eb32b322ea5144f02a5e0337f98025e350783af,25754710522284802000000
0x85ca35451c752f88c41ead896083700ea9ab3013,25754603795368243000000
0xa3910b7904b0c1b2ca6997713498d040b306548c,25754418240923703000000
0xb86a0090b07025e1f353d4b2cb73d64fc5faf301,25753651400866788000000
0x79d49b1bf1bd3911463545f8f0d1b8f5155ed32d,25753596853840962000000
0x44c76c2dcf3d200f30200fff82c49c579ba49ea5,25753544579607885000000
0xab245ea58a115255a68795f66472b6bb6cfbeac2,25753512760509487000000
0xe120db3cc6d3bf22362b340c14e9e2941d85640b,25753440031141732000000
0x461005498962cd5b1e0c48cdd5c3174aeba27117,25753385484115910000000
0xcad055642d420880782c1847dc02a5ace9ba054f,25753126385743260000000
0x5ec244d39f7d9f384da86776cccffb0ab8bdba74,25752919561603690000000
0x4292d2b13dbc4f35e5417b04e76f3871ed81aa9e,25752871832956094000000
0x42f9bbdc70cb5be6de75173c89f80c976c799e71,25684696994372286000000
0x6b951b1788723cfaa7d46643c617ce5f458ce1b2,25581197854256198000000
0x5b5e6300b772f2f59ce9ca5defb78723d9cad998,25581197854256198000000
0xe99542dce4b126057a439cf49a1675929e80055e,25282897247426960000000
0x47dfea893fdb7c316af4e460a47623dd12355e1d,25023245781641528000000
0x5d76a92b7cb9e1a81b8eb8c16468f1155b2f64f4,24957150454976734000000
0xd87a99c457c3b1da16c4a20b1ec212b16fbe00d8,24930865039262840000000
0x9c2bbe1b20baa64b2cfd136f41dc6d02ea66d192,24917169404032167000000
0x43febec9badc3de36a68058afde4f25061d23b3f,24625869988059506000000
0x54e917896c2a7bd38243de99c75aecd702bc1106,24363045242148716000000
0xbf143a39152455e27029ae52bac1d84dfb5525ec,24348104001271030000000
0xdeb33d36edefca64a69f82b70822ccb833f04811,24281731930528020000000
0x50a0effdd64c8bdd9a3fc35dc88e3c432a7386a7,24116950225391414000000
0xb3eb0e1f4cdaa13bf0995a5833b0cb7f9714dcb7,24113730044870757000000
0xaf7e2b868aa9322a6dfdfa9b4f84762371681e6e,24059677873206740000000
0x6f1eae51a98d4d63e881e1de1190e6fac4385ef4,24049256002949793000000
0xe1cdb3fa3edf41d6dc890f5403f9de695209428e,23832651891990125000000
0x80f7fb6b346fdc537f3649d449447dce39c3ad21,23661426408524737000000
0x91d3071e34a5caeea8ab1f6767de3958b743aa2f,23619244030228700000000
0x8f5053b0dd4902ea9ce86c8d6684e42eae57e045,23609786415967055000000
0xc95b1e69f0bf869e1db30dd4e133c9e72732d3de,23560763909425072000000
0xdf716590c0a9a165545949009f64dddb3311f8ba,23421888001705334000000
0xcb1204525f1dcf833d8b41eb4427bb916cb3d839,23069839215373660000000
0x38950a41850d6932f8404863e821292966b424cb,22975939000978810000000
0xa9dd118bd65b13af180161d68cb97dad66c4f0c6,22859822825289637000000
0xad18f90622ebb73c839ec27274f7c5d37cf6349a,22757365381064374000000
0xf6d61560d1b6e70ab61cc58b0daa5b1dff742351,22623861072430500000000
0x0784ab52956ffb3309a98182361c6dab3d35d4a6,22368417936870568000000
0x5d821e428c5a8193a70031ee5363d2179f1f816a,32964577888350457000000
0xe5cc1a4ecc73671705bcbd099e4705da4bae1654,21570641086165726000000
0xba1d361c64bca0b5e12ab8af4d6895e277a0ec0b,21349258412255770000000
0x49b934fcfef169b9442874d9b6e45cee073b6ebe,21317664711880166000000
0xe43970692c4b862f310eaf8f3a077d772dc84342,21317664711880166000000
0x287a09841f678b5f4ad4f97817fcef5202d9dd9d,20982547887385845000000
0xb0b5903b0313bdc8c1be8bb5a248403a133b3602,21380930285793107000000
0x4e609f2efb3a341f6239787bb53aaacf2fd6ddc7,20464958483404957000000
0x162ee3b1a16f1edb0e9bc7e1b3b97cb06c2489ec,20081065617536105000000
0x161dee8542ce710cb51cbe051365cd9eb74f1420,20063309275740206000000
0xd7f88c9e281356590a729a240266fe416593d4b5,20005733473659385000000
0x7657aaf0148e8909cb3ef2f34453a8da88e61e2c,19928341232416870000000
0xfb7836f8a571e4a167c34ca643a2a6e3224ecb8b,19790655663634880000000
0xbe4cee214cc08615d116be8bac5515db379f7c42,19784509588025704000000
0xd24a794d7dbf5eb9bac5c9056810ea8c5fffd8aa,19642857142800000000000
0xa5551b6bbe3aa8f6acf07f2b6ff628d8c884d792,19494812882361990000000
0x1cdd957c68a6d139d9a73b330aa05d1ccc70294b,19401373602004454000000
0x72406b276369e54c3896ee5cee1ab8ce3a9e04e8,19095553000904580000000
0x180bd6dd1b3a9890cd1ee7636627bd3606e8476b,18899053574179280000000
0xeb38361f33201e1123033d8509d15b76b6c4f3e9,18759545026454546000000
0x50127585bdd21bd19cb4968ccef5cc5d62977365,18668024191492550000000
0xee88442e9d2d3764ac7ab60b618cd73cd9a5fa51,18651579759812675000000
0xb019a9bd963f14888fd499d51e3728b4b1d8cf9d,18261909421824113000000
0x93bff45b315d74c2e077fdb76fcf6dd3144414d9,17866232977575757000000
0x6375e1bcfbeb8755687a80ece17e18f0247730f4,17827285737292850000000
0x3d83e81239665e4d2458e1da50a6b29b3137056f,17780092099155646000000
0x1cc7b7a78a3599c43e37c0d11bbd0bd8bbeeb851,17562270953078263000000
0xae6970504929b77bc03a58fce0b24474a63207bd,17548491179639640000000
0x235782852fa9ec8a903c53a3debc3dff2bb54f71,17468116894305550000000
0x55c8ba4b65d690bc5cfa88259e8a27faa4eaa72b,17451327002459526000000
0x7df54cebff2c05fea3bf603ccf61fa0a41ec4a2a,17149508000994828000000
0x731c7903b4fb5153bc1bef72f6c24f551abf2eca,17130315967338134000000
0x5b9ea083b38ad917b180c4cee08ceb32b5f7a14a,17068600617391247000000
0x6b7207963b64bb549f594990af0691f5b0f73d1c,17054131569504112000000
0x6cafa48262e1b40034eac74f886562633faf53d9,16663961678902008000000
0xd27bb433114f94180d87b3a40b3eef16aaa98d0b,16636997045317136000000
0x4453f75baf80b68059c9b79d526c17422530cc67,16296199170754000000000
0x8c36c05bc5fbee577670a3ea9764aeb8f07e27d5,16257468522856080000000
0x5bfe2e34f43ba39e90d25ac885ef0dd9082e95c7,16242030161432484000000
0x32490c2f07209c833f96e84fea355655b4546978,16237957535946030000000
0xd50b6be128e32a7eadd97d08a00b4825886a6de1,15986822553388888000000
0xc5d8c4dddc5e9cb21f7e1af1175da93d02794723,15945949036298247000000
0x63f9eed4ae93cad1c8ef431329c12c269658f1fc,15895473250163719000000
0x04104df4bc1e4582567634b099a57736de418f61,15868536489404652000000
0x29c7c3e1e8ecb9dce0af093d9e00895308e97f43,15723620370960068000000
0x27c428fc61c19c7e8ae528ba0ddbeaa01623f749,15677734222939877000000
0x33b371e53af4e93855e466d1d35ac6681c349889,15626880074822297000000
0x66b3865167d22c60aac7ce7b18fc9632eeb2df33,15573377707793916000000
0x1b7816c5618699a77afb7f55e594e6f89a1b27ef,15561145477855232000000
0x2be61271469a736e1fe1f75fb8fd24ed9996675b,15350927272060141000000
0xd9407ad5ee0846e0ee6f529cc20d9cdb613130bd,15250859734647386000000
0xd2ba51c0c26080bac1ae7fffb25ed4ef810373bf,15226642174704237000000
0xc640b8411c67a29e1d3925c669e6f3e1ad92a01e,15084934285942730000000
0x3b8bf66f9920652dd2700a8538edbdf3d6326131,15048437890700000000000
0xf14e579820acc899457a2146820593e1698d3ba5,14971298000639824000000
0x1e9c9219cc58cdaa75197f36c1af56e35287e609,14496011884078512000000
0x33743634378c9cd806e416ce933bd5d6dfc37695,14440539246759627000000
0xda7ed5e68e8b35d8fec24556560bd725aa73e22d,14211776141253420000000
0x9aaecdcbd6a15e43d33d95a35b30bf8adc8cdaf6,13946742355108099000000
0x510967000980fa929e90240865c1663a73dd4c89,13914013507199295000000
0x71ca53fb5bd87ab6a2752eab62fdc72b9ae40a4d,13819800357939145000000
0x1e67d23e807ed7856e2bfa0519b1efaeee848e9e,13732400403957260000000
0xaf302aa751058797c6ab5249cb83547a6357763a,13697623816544315000000
0xf348a7829404f16cf6bef18c091ae20dcb4ad0b6,13586293094874874000000
0x441d17c1b128359a09b49b5f68eb6138b81b7e6e,13574573000514360000000
0xfcdad728e7c602664033e616b6bae3d4c7942e0a,13428863771651058000000
0x70d67acfa290c7572c2602c7ac2d62c1a69b6403,13409986920176271000000
0x662b46dd245966954fafb6e6838c74c989124b18,13325303000595698000000
0xbd9ed797c71a26dd564d1340a58bcf6e86f94d09,13200000000000000000000
0x180df15230387f0f26898a0a4e774e193bbcb503,13127085076144628000000
0x80e515edac27bcd19c9d4db634f973b2360a73cf,13001062534700332000000
0x00b29e40b6684affbd9345f427349da4f6f22d27,12993624529145995000000
0x213c8128f0b00919d44a5d430642a0adbb64c5aa,12985638226331650000000
0x0d5011c95e4a19d843033a98e694c1e75f14ab29,12975862259788767000000
0x38f056813ddee8008c54d7a31f38b680be1a9e6a,12947203504317218000000
0x876fe56151663b9760a6d9c020b32f2e88f5b0ae,12939004164159775000000
0x2a939947d9ed6bf24397d9da1c63455869533fc3,12931832441446524000000
0xe17504b0b5686dc6cba47f453ffa62a28c18025d,12891550473812506000000
0x870fb343644e10ca5a783eb32c379b36a77b63a1,12877155740977703000000
0xe622021d960624c84fd1c6e44534286ed7b3c98f,12877023918998636000000
0xce2736e5732414873fd0c1aec816cc9f08fb36ac,12876901188190538000000
0xe76a76a89a9fa5c60c85ea9af0fe3ce60904f947,12875869549975619000000
0x18571ec800842b13c09add83e376d44733a4fa75,12731986528682353000000
0x2d72b06c069da8e45b13cb3b476540cbae43b3ae,12700933170676902000000
0xf769e57e8569b731f92447935ef976c6d6550d53,12680238014056629000000
0xc721a42f83a30f5962b5d1e04064f6ea85cb3f24,12665263871743042000000
0x87bc26fc1962be764040abcc69a75d8505636261,12569422730731606000000
0x405a2cc150e60fb32506a465c3072af3af67bd13,12517515691065783000000
0x6b311f89709ceed510cf8084a99da3db956a8ecc,12462305234240040000000
0x65ebe89c24dcc9e91a46a05f9ad2b4557ce9c683,12345383892851300000000
0xfbf53cd1bcea3eebddc6bcfe1ca233c8b28ba7f9,12322450327990701000000
0x07134e049586136d139452e13d11c5ee1953f1e7,12310351496077895000000
0x35667ac19a146d492aa98ddf38dc84a4059a7e7a,12181522121074360000000
0xdd4d5128f1fb650359bfbbba168e99faa21746c7,12080668713086788000000
0xa9c168a5e793664559900af9cefc694244ae3099,11971186990934000000000
0xf7eea9316ef65b9644cea56ed191df259723f57c,11918601977664750000000
0xc242cd68db93b7e76dd49d07f41c42d56573b354,11794537160969557000000
0x3df8d6e97570b169cdd490dd5cc5a69f10af8369,11785860486769250000000
0xea77cbefb8f5cdc75cc9bfdd0838e05793a1c1a5,11715008582516810000000
0x22cc867d4713eebafb193014496eaed6f1ba11fe,11662096877462330000000
0x41ed27f154ea93578af614b92efc26dc8027f650,11509288151634637000000
0xdd408817e1f2d3d1a8e87aeaf7fe6931bebff2d4,11509065417945870000000
0xe18fca0ce7cd4c256eeede50c66409d5c0ecde10,11509017689298276000000
0x2ce340a04d00dc17f92f9dd91d1950824def3c0e,11500167434358870000000
0x4d14c08b69fe20785040f6c50c172e41675cb359,11500151524809673000000
0xfbc6dea17a1e53528ff89ae8e72b10231109f91a,11500131069674991000000
0x4e4151a5bee276641eb4a701416886f91391bb6c,11500121978504020000000
0x15ec70d878610fda7b16ab0c024b10957f8b4f9d,11500110614540309000000
0xc0502fb464d3226b3b4099f51d9ed97a061264ff,11329803001424186000000
0x83afc99adf03f013b366ae46231593f3ef3cee2a,11266070884283094000000
0x210874666076a5a34a1601c6e6843a1bad5d0318,11223222918912908000000
0xea6b270df3318a93b4ba256985b143623a7d4b81,11181393538376998000000
0xb054b50afbb2ee6ed48db829bc2a1ca60b28f876,11102355392250797000000
0x2fbd0825ef5e8736c8d638b3f7be2c17902dae64,11097927541229610000000
0xbe22ed21584db4bab57f466fd355a1adb9a5ff3d,11052632928074647000000
0x44a3d758c2a42d421a69d1dfe76b511112fff68b,11030574000639824000000
0x153757f828fbba6b529b538d5921286532d5fcbb,11001004000000000000000
0xcb3afd01330a034fcb5bbd84d2317f4cbfaad291,10960828572454372000000
0x57381401a323e4ef2a7b97663980b905eb425b9e,10956843769223617000000
0xedbb72e6b3cf66a792bff7faac5ea769fe810517,10939537576156330000000
0xa7d2f3ea09390d27fb26e14443ef250e63caf745,10750182784978450000000
0xe89ea6c022ffd9ebd9e9c5144bdf1ed028a90af1,10743743989107022000000
0x738bba9e40e5651d407ad2204500c9ee286d0f5e,10720512590403931000000
0x36f11fcc1191934c4d024323c6c8c656572f45ec,10651353864402113000000
0x80a21a86555aa95ab467915ec42c0d77391798e7,35494168809081420000000
0xf7efaefa54586c1c7ff1bb6da961483405d2228e,10301357787461203000000
0x66a0c2b925aef33e32f25920c88fc194b2878dfa,10193598081240619000000
0x5da04eb0e28a06798797f54deb17cc014c525370,10190515702803986000000
